sample	percent	reads	taxon_id	taxon_name
SLU2	0.249775	10616	374	Bradyrhizobium
SLU2	0.247916	10537	2690159	Anaerohalosphaera
SLU2	0.242716	10316	190972	Sedimentibacter
SLU2	0.242693	10315	475087	Methanosphaerula
SLU2	0.234576	9970	2207	Methanosarcina
SLU2	0.223635	9505	29526	Syntrophobacter
SLU2	0.22227	9447	28453	Sphingobacterium
SLU2	0.2118	9002	2060722	Labilibaculum
SLU2	0.201072	8546	423349	Mucilaginibacter
SLU2	0.195542	8311	1883	Streptomyces
SLU2	0.195448	8307	890	Desulfuromonas
SLU2	0.19439	8262	45654	Desulfonema
SLU2	0.187778	7981	909656	Phocaeicola
SLU2	0.183096	7782	79328	Chitinophaga
SLU2	0.180084	7654	195950	Tannerella
SLU2	0.177967	7564	286	Pseudomonas
SLU2	0.177026	7524	2195	Methanogenium
SLU2	0.176485	7501	35829	Acetivibrio
SLU2	0.174249	7406	1843210	Anaerocolumna
SLU2	0.174108	7400	361106	Desulfoglaeba
SLU2	0.172108	7315	2035811	Pseudodesulfovibrio
SLU2	0.170767	7258	39643	Sorangium
SLU2	0.169356	7198	84567	Pedobacter
SLU2	0.166156	7062	572511	Blautia
SLU2	0.164321	6984	81416	Methanofollis
SLU2	0.164085	6974	574697	Butyricimonas
SLU2	0.159568	6782	862	Syntrophomonas
SLU2	0.158156	6722	399320	Sphaerochaeta
SLU2	0.157097	6677	1107	Chloroflexus
SLU2	0.152886	6498	59732	Chryseobacterium
SLU2	0.151662	6446	1016	Capnocytophaga
SLU2	0.150886	6413	89966	Hymenobacter
SLU2	0.150298	6388	2060094	Aminipila
SLU2	0.149992	6375	2690160	Limihaloglobus
SLU2	0.149827	6368	2910589	Geotalea
SLU2	0.149074	6336	36853	Desulfitobacterium
SLU2	0.148439	6309	187144	Caldithrix
SLU2	0.147521	6270	2904716	Desulfosudis
SLU2	0.14611	6210	670486	Dehalogenimonas
SLU2	0.144486	6141	2357	Desulfomonile
SLU2	0.144275	6132	2004797	Luteitalea
SLU2	0.143663	6106	283168	Odoribacter
SLU2	0.143592	6103	61434	Dehalococcoides
SLU2	0.142134	6041	218207	Desulfatibacillum
SLU2	0.140016	5951	893	Desulfobulbus
SLU2	0.13764	5850	795750	Ignavibacterium
SLU2	0.13204	5612	156973	Dysgonomonas
SLU2	0.12637	5371	1263	Ruminococcus
SLU2	0.123193	5236	161492	Anaeromyxobacter
SLU2	0.122958	5226	1386	Bacillus
SLU2	0.122488	5206	1508657	Ruminiclostridium
SLU2	0.122182	5193	1301	Streptococcus
SLU2	0.119594	5083	79206	Desulfosporosinus
SLU2	0.11957	5082	1921784	Kiritimatiella
SLU2	0.118464	5035	1506553	Lachnoclostridium
SLU2	0.117476	4993	107	Spirosoma
SLU2	0.113147	4809	125216	Roseomonas
SLU2	0.112794	4794	2907187	Tichowtungia
SLU2	0.111147	4724	178440	Opitutus
SLU2	0.109265	4644	2651583	Geomonas
SLU2	0.10783	4583	2304691	Thermoclostridium
SLU2	0.107406	4565	1348911	Coprobacter
SLU2	0.106394	4522	265	Paracoccus
SLU2	0.106088	4509	2160	Methanobacterium
SLU2	0.106088	4509	1511635	Aquisphaera
SLU2	0.104865	4457	33882	Microbacterium
SLU2	0.104747	4452	1155385	Proteiniclasticum
SLU2	0.104465	4440	508459	Cloacibacillus
SLU2	0.103524	4400	216851	Faecalibacterium
SLU2	0.103147	4384	1298	Deinococcus
SLU2	0.102936	4375	1177	Nostoc
SLU2	0.102371	4351	3075137	Dermatobacter
SLU2	0.102277	4347	872	Desulfovibrio
SLU2	0.101853	4329	396811	Fulvivirga
SLU2	0.100465	4270	2951106	Gracilinema
SLU2	0.099618	4234	2840454	Candidatus Formimonas
SLU2	0.099195	4216	1184396	Mesotoga
SLU2	0.09903	4209	1134403	Melioribacter
SLU2	0.098183	4173	13687	Sphingomonas
SLU2	0.098183	4173	1649475	Paludibaculum
SLU2	0.097595	4148	118	Planctomyces
SLU2	0.097571	4147	1926556	Emergencia
SLU2	0.097195	4131	2834348	Caproicibacterium
SLU2	0.095313	4051	1234	Nitrospira
SLU2	0.095171	4045	55080	Brevibacillus
SLU2	0.094418	4013	81466	Aminobacterium
SLU2	0.094207	4004	2483368	Sedimentisphaera
SLU2	0.093571	3977	390846	Echinicola
SLU2	0.093454	3972	2056	Sphaerobacter
SLU2	0.091289	3880	252965	Mahella
SLU2	0.091172	3875	2867376	Desulfoscipio
SLU2	0.090183	3833	29330	Alicyclobacillus
SLU2	0.089807	3817	380738	Candidatus Kuenenia
SLU2	0.089525	3805	1080709	Methanomassiliicoccus
SLU2	0.089478	3803	41273	Tissierella
SLU2	0.088772	3773	2812025	Syntrophotalea
SLU2	0.088489	3761	1348611	Vallitalea
SLU2	0.088372	3756	2916693	Desulforamulus
SLU2	0.088019	3741	662	Vibrio
SLU2	0.088019	3741	68287	Mesorhizobium
SLU2	0.087313	3711	114627	Alkaliphilus
SLU2	0.086678	3684	1649453	Gimesia
SLU2	0.086254	3666	2719313	Enterocloster
SLU2	0.085431	3631	2304687	Petroclostridium
SLU2	0.085337	3627	2692417	Ktedonosporobacter
SLU2	0.085195	3621	323449	Pontibacter
SLU2	0.084843	3606	120831	Dyadobacter
SLU2	0.083948	3568	2992720	Acidilutibacter
SLU2	0.082725	3516	105	Runella
SLU2	0.082443	3504	898	Desulfomicrobium
SLU2	0.08176	3475	33951	Acetobacterium
SLU2	0.081478	3463	1129	Synechococcus
SLU2	0.081478	3463	3047433	Maliibacterium
SLU2	0.081313	3456	1905344	Ruthenibacterium
SLU2	0.080584	3425	458032	Chloracidobacterium
SLU2	0.080184	3408	570266	Methanocella
SLU2	0.079855	3394	990721	Christensenella
SLU2	0.079596	3383	2811506	Dissulfurispira
SLU2	0.079549	3381	379899	Niabella
SLU2	0.079219	3367	2786989	Koleobacter
SLU2	0.079031	3359	896	Desulfococcus
SLU2	0.079031	3359	392332	Geoalkalibacter
SLU2	0.078537	3338	146	Spirochaeta
SLU2	0.078255	3326	1101	Prosthecochloris
SLU2	0.07809	3319	33057	Thauera
SLU2	0.077808	3307	1085622	Propioniciclava
SLU2	0.077549	3296	397864	Barnesiella
SLU2	0.077149	3279	416	Methylomonas
SLU2	0.076608	3256	2204	Methanomicrobium
SLU2	0.076443	3249	2692382	Gudongella
SLU2	0.076114	3235	44258	Caloramator
SLU2	0.075784	3221	194	Campylobacter
SLU2	0.075572	3212	2719231	Lacrimispora
SLU2	0.075502	3209	123	Pirellula
SLU2	0.075502	3209	60892	Desulfobacca
SLU2	0.075361	3203	2904687	Desulforapulum
SLU2	0.074937	3185	1839	Nocardioides
SLU2	0.074867	3182	171	Leptospira
SLU2	0.073973	3144	1579506	Roseimaritima
SLU2	0.073808	3137	358023	Lutibacter
SLU2	0.073784	3136	2789201	Candidatus Velamenicoccus
SLU2	0.073596	3128	28065	Rhodoferax
SLU2	0.073431	3121	44260	Moorella
SLU2	0.073196	3111	499	Thermomicrobium
SLU2	0.071902	3056	2892397	Pusillibacter
SLU2	0.071879	3055	2892396	Vescimonas
SLU2	0.071055	3020	2807414	Anatilimnocola
SLU2	0.070514	2997	2795775	Lignipirellula
SLU2	0.07049	2996	497721	Desulfoluna
SLU2	0.069973	2974	2314	Methanoplanus
SLU2	0.069949	2973	2714594	Bremerella
SLU2	0.069737	2964	2842531	Solibaculum
SLU2	0.06969	2962	2886823	Desulfosediminicola
SLU2	0.06929	2945	2349	Haliscomenobacter
SLU2	0.068914	2929	186831	Acetoanaerobium
SLU2	0.068608	2916	44000	Caldicellulosiruptor
SLU2	0.068467	2910	1848399	Crassaminicella
SLU2	0.067314	2861	51514	Dehalobacterium
SLU2	0.067126	2853	262406	Thermobaculum
SLU2	0.066561	2829	1055688	Sandaracinus
SLU2	0.066538	2828	219181	Ottowia
SLU2	0.066396	2822	2263	Thermococcus
SLU2	0.066185	2813	52959	Polaribacter
SLU2	0.065691	2792	149698	Massilia
SLU2	0.065291	2775	466152	Singulisphaera
SLU2	0.065055	2765	970	Selenomonas
SLU2	0.064961	2761	18	Pelobacter
SLU2	0.064797	2754	914	Nitrosomonas
SLU2	0.064397	2737	1769012	Arachidicoccus
SLU2	0.063926	2717	390805	Geosporobacter
SLU2	0.063902	2716	1754	Thermoanaerobacter
SLU2	0.063902	2716	47251	Leptolyngbya
SLU2	0.063479	2698	12916	Acidovorax
SLU2	0.063455	2697	246875	Algoriphagus
SLU2	0.063291	2690	42255	Rubrobacter
SLU2	0.063197	2686	1648491	Aquihabitans
SLU2	0.062891	2673	830	Butyrivibrio
SLU2	0.06275	2667	3031933	Chordicoccus
SLU2	0.062608	2661	283	Comamonas
SLU2	0.06242	2653	2250122	Candidatus Bipolaricaulis
SLU2	0.062161	2642	49894	Acetomicrobium
SLU2	0.062114	2640	848	Fusobacterium
SLU2	0.061997	2635	2845254	Breznakiella
SLU2	0.061385	2609	1348508	Roseimicrobium
SLU2	0.061244	2603	1004301	Flavihumibacter
SLU2	0.061056	2595	1730	Eubacterium
SLU2	0.061056	2595	2651578	Thermanaerosceptrum
SLU2	0.060985	2592	72763	Tessaracoccus
SLU2	0.060538	2573	3029078	Aminithiophilus
SLU2	0.060397	2567	329857	Cohnella
SLU2	0.060303	2563	407	Methylobacterium
SLU2	0.060067	2553	32008	Burkholderia
SLU2	0.059832	2543	2807511	Humisphaera
SLU2	0.059526	2530	2795780	Symmachiella
SLU2	0.059503	2529	244127	Anaerotruncus
SLU2	0.059126	2513	379	Rhizobium
SLU2	0.059009	2508	230355	Methanolacinia
SLU2	0.058985	2507	270	Thermus
SLU2	0.058326	2479	471826	Candidatus Desulforudis
SLU2	0.058256	2476	1481960	Peptoclostridium
SLU2	0.058162	2472	413	Methylococcus
SLU2	0.057973	2464	455076	Rhodocytophaga
SLU2	0.057832	2458	946234	Flavonifractor
SLU2	0.057762	2455	160798	Marinitoga
SLU2	0.057597	2448	56112	Dehalobacter
SLU2	0.056891	2418	2974251	Segatella
SLU2	0.056656	2408	1350	Enterococcus
SLU2	0.056303	2393	376469	Olivibacter
SLU2	0.05595	2378	274470	Alkalibacter
SLU2	0.055644	2365	256319	Chlorobaculum
SLU2	0.055079	2341	140458	Thermacetogenium
SLU2	0.054985	2337	1152	Pseudanabaena
SLU2	0.054562	2319	1227	Nitrosococcus
SLU2	0.054562	2319	104267	Tenacibaculum
SLU2	0.054491	2316	83461	Corallococcus
SLU2	0.054397	2312	1769008	Anoxybacter
SLU2	0.053974	2294	2748674	Zhaonella
SLU2	0.053879	2290	2773294	Desulfolutivibrio
SLU2	0.053527	2275	1649459	Hungatella
SLU2	0.052868	2247	2293313	Candidatus Syntrophocurvum
SLU2	0.052821	2245	1676651	Limnochorda
SLU2	0.052774	2243	28895	Thermoanaerobacterium
SLU2	0.052727	2241	354354	Niastella
SLU2	0.052468	2230	2951107	Leadbettera
SLU2	0.052185	2218	299566	Adhaeribacter
SLU2	0.052091	2214	29548	Rhodothermus
SLU2	0.052068	2213	173479	Gemmatimonas
SLU2	0.052044	2212	1911556	Sediminispirochaeta
SLU2	0.051668	2196	1936111	Fuerstiella
SLU2	0.051621	2194	68288	Cyclobacterium
SLU2	0.051621	2194	101191	Methanomethylovorans
SLU2	0.051433	2186	445	Legionella
SLU2	0.051409	2185	841	Roseburia
SLU2	0.051362	2183	2815786	Sodaliphilus
SLU2	0.051338	2182	292691	Christiangramia
SLU2	0.051291	2180	336260	Thermovirga
SLU2	0.051244	2178	577309	Paraprevotella
SLU2	0.051244	2178	2691417	Lacipirellula
SLU2	0.05108	2171	1005038	Fimbriimonas
SLU2	0.05108	2171	1524217	Labilithrix
SLU2	0.051056	2170	1769732	Dissulfurimicrobium
SLU2	0.050797	2159	28261	Thermodesulfovibrio
SLU2	0.050609	2151	1716	Corynebacterium
SLU2	0.050303	2138	55	Polyangium
SLU2	0.049621	2109	2715734	Candidatus Chazhemtobacterium
SLU2	0.049597	2108	28222	Desulfobacula
SLU2	0.049597	2108	1773450	Anseongella
SLU2	0.049527	2105	2175957	Ruficoccus
SLU2	0.049362	2098	34072	Variovorax
SLU2	0.049174	2090	940557	Granulicella
SLU2	0.04915	2089	32	Myxococcus
SLU2	0.04915	2089	2974257	Hoylesella
SLU2	0.049103	2087	68	Lysobacter
SLU2	0.048939	2080	59739	Flammeovirga
SLU2	0.048939	2080	2795605	Aureliella
SLU2	0.048821	2075	453229	Desulfarculus
SLU2	0.048727	2071	291988	Thermosediminibacter
SLU2	0.048562	2064	365348	Pelosinus
SLU2	0.048397	2057	129001	Syntrophothermus
SLU2	0.048233	2050	3024544	Paracrocinitomix
SLU2	0.048115	2045	2682228	Tepidiforma
SLU2	0.048092	2044	518753	Luteolibacter
SLU2	0.04788	2035	2795777	Maioricimonas
SLU2	0.047221	2007	649461	Lacibacter
SLU2	0.047009	1998	1866885	Mycolicibacterium
SLU2	0.04675	1987	1763521	Paludisphaera
SLU2	0.046703	1985	50	Chondromyces
SLU2	0.046703	1985	2033601	Thermosulfuriphilus
SLU2	0.046703	1985	2828338	Croceimicrobium
SLU2	0.046562	1979	2147	Acholeplasma
SLU2	0.046539	1978	1763	Mycobacterium
SLU2	0.045974	1954	1073	Rhodopseudomonas
SLU2	0.04595	1953	42	Cystobacter
SLU2	0.045856	1949	1004303	Ferruginibacter
SLU2	0.045762	1945	1822464	Paraburkholderia
SLU2	0.04548	1933	286130	Sulfuricurvum
SLU2	0.045409	1930	1706036	Gemmatirosa
SLU2	0.045339	1927	1505664	Gottschalkia
SLU2	0.044892	1908	55079	Aneurinibacillus
SLU2	0.044868	1907	929509	Solitalea
SLU2	0.044751	1902	73918	Thermaerobacter
SLU2	0.044727	1901	47	Archangium
SLU2	0.044609	1896	2375	Sporomusa
SLU2	0.044539	1893	100715	Chloroherpeton
SLU2	0.044327	1884	46913	Devosia
SLU2	0.044021	1871	189326	Gelria
SLU2	0.043904	1866	2282742	Desulfofarcimen
SLU2	0.04388	1865	398041	Flavisolibacter
SLU2	0.043809	1862	2674996	Tellurirhabdus
SLU2	0.043762	1860	2035349	Oceanispirochaeta
SLU2	0.043598	1853	156993	Reichenbachiella
SLU2	0.043221	1837	2529408	Schaalia
SLU2	0.043198	1836	113	Gemmata
SLU2	0.043057	1830	651456	Kosmotoga
SLU2	0.042915	1824	1738645	Caproiciproducens
SLU2	0.042821	1820	171003	Caloranaerobacter
SLU2	0.042821	1820	2862451	Adhaeretor
SLU2	0.042774	1818	308865	Elizabethkingia
SLU2	0.04268	1814	47420	Hydrogenophaga
SLU2	0.042539	1808	499228	Tepidanaerobacter
SLU2	0.042492	1806	2795783	Pirellulimonas
SLU2	0.042115	1790	1379908	Rufibacter
SLU2	0.041974	1784	3062336	Parasphaerochaeta
SLU2	0.041762	1775	239934	Akkermansia
SLU2	0.041527	1765	22	Shewanella
SLU2	0.041174	1750	81461	Thermanaerovibrio
SLU2	0.040963	1741	1663717	Herbinix
SLU2	0.040963	1741	2975260	Parvicella
SLU2	0.040868	1737	1279	Staphylococcus
SLU2	0.040515	1722	1647	Erysipelothrix
SLU2	0.040351	1715	252356	Maribacter
SLU2	0.040257	1711	2795781	Aeoliella
SLU2	0.04021	1709	116071	Micropruina
SLU2	0.04021	1709	332102	Fluviicola
SLU2	0.039857	1694	278993	Thermincola
SLU2	0.039786	1691	51196	Syntrophobotulus
SLU2	0.039645	1685	2225	Methanococcoides
SLU2	0.03948	1678	165696	Novosphingobium
SLU2	0.039363	1673	1433993	Chryseolinea
SLU2	0.039198	1666	2792240	Thiospirochaeta
SLU2	0.038986	1657	319458	Leadbetterella
SLU2	0.038751	1647	13	Dictyoglomus
SLU2	0.038751	1647	2903100	Mariniplasma
SLU2	0.038633	1642	2883512	Citrifermentans
SLU2	0.038351	1630	2576755	Caproicibacter
SLU2	0.038092	1619	669357	Geminocystis
SLU2	0.038069	1618	832	Fibrobacter
SLU2	0.03748	1593	53318	Desulfocapsa
SLU2	0.037457	1592	178898	Carboxydocella
SLU2	0.037457	1592	1172428	Thermotomaculum
SLU2	0.037339	1587	2986286	Horticoccus
SLU2	0.037033	1574	2420	Thermosipho
SLU2	0.036963	1571	1091	Chlorobium
SLU2	0.036751	1562	2039240	Anaerotignum
SLU2	0.036704	1560	444459	Flagellimonas
SLU2	0.036633	1557	106589	Cupriavidus
SLU2	0.036516	1552	682522	Ilumatobacter
SLU2	0.036469	1550	85413	Bosea
SLU2	0.03621	1539	427922	Desulfurivibrio
SLU2	0.036069	1533	2767358	Mycoplasmopsis
SLU2	0.035975	1529	1099	Pelodictyon
SLU2	0.035975	1529	2422	Fervidobacterium
SLU2	0.035975	1529	1470540	Jeotgalibaca
SLU2	0.035927	1527	1643951	Pseudothermotoga
SLU2	0.035857	1524	191	Azospirillum
SLU2	0.035786	1521	253238	Ethanoligenens
SLU2	0.035763	1520	28070	Gloeothece
SLU2	0.035763	1520	32636	Halothermothrix
SLU2	0.035598	1513	332157	Larkinella
SLU2	0.035598	1513	3024226	Thermospira
SLU2	0.035457	1507	53392	Thiodictyon
SLU2	0.035457	1507	2899804	Iocasia
SLU2	0.035128	1493	1354809	Keratinibaculum
SLU2	0.03468	1474	2913022	Mucisphaera
SLU2	0.034657	1473	2967962	Brucepastera
SLU2	0.034633	1472	286104	Winogradskyella
SLU2	0.034633	1472	2316020	Mediterraneibacter
SLU2	0.034516	1467	3003266	Desulfolithobacter
SLU2	0.034469	1465	2335	Thermotoga
SLU2	0.034398	1462	2997360	Anaeropeptidivorans
SLU2	0.034328	1459	332248	Truepera
SLU2	0.034281	1457	1678	Bifidobacterium
SLU2	0.034163	1452	35800	Nitrospina
SLU2	0.033951	1443	511745	Methylacidiphilum (ex Ratnadevi et al. 2023)
SLU2	0.033951	1443	2782231	Kaistella
SLU2	0.033904	1441	54304	Planktothrix
SLU2	0.033904	1441	2518495	Duncaniella
SLU2	0.033716	1433	248744	Marvinbryantia
SLU2	0.033716	1433	338648	Candidatus Contubernalis
SLU2	0.033622	1429	1382832	Telmatocola
SLU2	0.03341	1420	2909705	Oleidesulfovibrio
SLU2	0.033363	1418	214904	Tepidibacter
SLU2	0.033339	1417	2192	Methanocorpusculum
SLU2	0.033292	1415	1186	Calothrix
SLU2	0.033198	1411	1740	Thermodesulfobacterium
SLU2	0.033198	1411	392733	Terriglobus
SLU2	0.033198	1411	1649480	Planctopirus
SLU2	0.033057	1405	2698688	Paraflavitalea
SLU2	0.032963	1401	1663	Arthrobacter
SLU2	0.032939	1400	165695	Sphingobium
SLU2	0.032845	1396	267986	Owenweeksia
SLU2	0.032845	1396	2838170	Alkalicella
SLU2	0.032798	1394	1860196	Pseudobacter
SLU2	0.032798	1394	2831443	Heliomicrobium
SLU2	0.032681	1389	642	Aeromonas
SLU2	0.032492	1381	28250	Ornithobacterium
SLU2	0.032351	1375	1961799	Lacunisphaera
SLU2	0.032234	1370	2742	Marinobacter
SLU2	0.032234	1370	1676142	Wenzhouxiangella
SLU2	0.03221	1369	83618	Pseudoxanthomonas
SLU2	0.032187	1368	3048127	Thermocaproicibacter
SLU2	0.032139	1366	196136	Methanosalsum
SLU2	0.032022	1361	1392389	Intestinimonas
SLU2	0.031998	1360	638847	Pyramidobacter
SLU2	0.031763	1350	265488	Rhodopirellula
SLU2	0.031716	1348	958	Bdellovibrio
SLU2	0.031645	1345	150247	Anoxybacillus
SLU2	0.031622	1344	2905949	Thermodesulfomicrobium
SLU2	0.031481	1338	2732160	Candidatus Prometheoarchaeum
SLU2	0.031457	1337	1649490	Rubinisphaera
SLU2	0.031387	1334	1827	Rhodococcus
SLU2	0.031387	1334	1434026	Oceanirhabdus
SLU2	0.031316	1331	1827195	Caballeronia
SLU2	0.031292	1330	76831	Myroides
SLU2	0.031081	1321	119977	Acidithiobacillus
SLU2	0.031081	1321	207244	Anaerostipes
SLU2	0.031081	1321	467975	Iamia
SLU2	0.031034	1319	658061	Candidatus Korobacter
SLU2	0.030987	1317	2591381	Dysosmobacter
SLU2	0.030963	1316	2745	Halomonas
SLU2	0.03094	1315	202746	Sulfurimonas
SLU2	0.03094	1315	1918454	Flintibacter
SLU2	0.030681	1304	53572	Deferribacter
SLU2	0.030657	1303	363408	Nonlabens
SLU2	0.030634	1302	1372	Planococcus
SLU2	0.030587	1300	153265	Aequorivita
SLU2	0.030234	1285	290174	Aquimarina
SLU2	0.03021	1284	469	Acinetobacter
SLU2	0.030093	1279	162027	Haliangium
SLU2	0.030045	1277	412592	Thermosulfidibacter
SLU2	0.030022	1276	2924872	Acididesulfobacillus
SLU2	0.029881	1270	2903107	Paracholeplasma
SLU2	0.029857	1269	165697	Sphingopyxis
SLU2	0.02974	1264	146785	Thermosynechococcus
SLU2	0.029669	1261	158846	Megamonas
SLU2	0.029622	1259	20	Phenylobacterium
SLU2	0.029598	1258	292632	Subdoligranulum
SLU2	0.029528	1255	906	Megasphaera
SLU2	0.029504	1254	2944198	Wansuia
SLU2	0.029081	1236	482	Neisseria
SLU2	0.02894	1230	1707	Cellulomonas
SLU2	0.028893	1228	2858886	Mangrovivirga
SLU2	0.028869	1227	2705399	Hypericibacter
SLU2	0.028846	1226	40	Stigmatella
SLU2	0.028822	1225	2172	Methanobrevibacter
SLU2	0.028775	1223	238749	Diaphorobacter
SLU2	0.028775	1223	2489367	Cyclonatronum
SLU2	0.028704	1220	393029	Desulfurispirillum
SLU2	0.028681	1219	2910984	Solidesulfovibrio
SLU2	0.028634	1217	75905	Thermocrinis
SLU2	0.028516	1212	698776	Cellulosilyticum
SLU2	0.028422	1208	693074	Caldisericum
SLU2	0.028398	1207	1434045	Sinomicrobium
SLU2	0.028304	1203	2795779	Rosistilla
SLU2	0.028022	1191	1677050	Novibacillus
SLU2	0.027998	1190	1918540	Muribaculum
SLU2	0.027904	1186	2706000	Casimicrobium
SLU2	0.027881	1185	129957	Carboxydothermus
SLU2	0.027763	1180	2706948	Aureibaculum
SLU2	0.027693	1177	2093783	Methylomusa
SLU2	0.027669	1176	2737	Vagococcus
SLU2	0.027669	1176	2800373	Priestia
SLU2	0.027646	1175	2603323	Petrocella
SLU2	0.027622	1174	2576890	Nibricoccus
SLU2	0.027457	1167	2731450	Limnoglobus
SLU2	0.027434	1166	1541670	Methylacidimicrobium
SLU2	0.02734	1162	416212	Ferrovum
SLU2	0.027316	1161	133925	Olsenella
SLU2	0.027316	1161	545865	Calditerrivibrio
SLU2	0.027269	1159	232244	Belliella
SLU2	0.027269	1159	1511649	Mongoliitalea
SLU2	0.027246	1158	1524214	Vulgatibacter
SLU2	0.027222	1157	649460	Filimonas
SLU2	0.027151	1154	120652	Methylocella
SLU2	0.02701	1148	84404	Hippea
SLU2	0.02701	1148	191303	Turicibacter
SLU2	0.02694	1145	2733	Symbiobacterium
SLU2	0.02694	1145	2582840	Desulfocurvibacter
SLU2	0.026869	1142	40323	Stenotrophomonas
SLU2	0.026846	1141	1129704	Kyrpidia
SLU2	0.026775	1138	1125	Microcystis
SLU2	0.026752	1137	83681	Nonomuraea
SLU2	0.026728	1136	2175	Methanohalophilus
SLU2	0.026728	1136	2675230	Cytobacillus
SLU2	0.02661	1131	2884814	Pseudoprevotella
SLU2	0.026563	1129	517	Bordetella
SLU2	0.026281	1117	133	Methylocystis
SLU2	0.02621	1114	191494	Conexibacter
SLU2	0.026163	1112	2888809	Novisyntrophococcus
SLU2	0.026069	1108	904	Acidaminococcus
SLU2	0.026022	1106	127	Isosphaera
SLU2	0.025928	1102	106633	Thioalkalivibrio
SLU2	0.025834	1098	1562	Desulfotomaculum
SLU2	0.025834	1098	178469	Arenibacter
SLU2	0.025834	1098	2807415	Urbifossiella
SLU2	0.025787	1096	3025755	Thomasclavelia
SLU2	0.025716	1093	2795774	Polystyrenella
SLU2	0.025599	1088	2951993	Alloacidobacterium
SLU2	0.025575	1087	53	Nannocystis
SLU2	0.025575	1087	400634	Lysinibacillus
SLU2	0.025552	1086	1357	Lactococcus
SLU2	0.025481	1083	83612	Psychroflexus
SLU2	0.025316	1076	1164882	Lachnoanaerobaculum
SLU2	0.025293	1075	558436	Xylanibacter
SLU2	0.025269	1074	2897349	Candidatus Uabimicrobium
SLU2	0.025199	1071	1522431	Thermosulfurimonas
SLU2	0.025175	1070	2676247	Aquirufa
SLU2	0.025105	1067	256846	Lentisphaera
SLU2	0.025081	1066	1637257	Mageeibacillus
SLU2	0.025057	1065	1579505	Rubripirellula
SLU2	0.02501	1063	169055	Nordella
SLU2	0.02494	1060	352450	Simplicispira
SLU2	0.024893	1058	2051044	Tuwongella
SLU2	0.024799	1054	3114547	Rhizosphaericola
SLU2	0.02461	1046	44013	Polynucleobacter
SLU2	0.024563	1044	2600304	Baekduia
SLU2	0.024563	1044	2778400	Tepiditoga
SLU2	0.02454	1043	165779	Anaerococcus
SLU2	0.024493	1041	204447	Skermanella
SLU2	0.024281	1032	338	Xanthomonas
SLU2	0.024281	1032	117999	Denitrovibrio
SLU2	0.02421	1029	2058174	Antarcticibacterium
SLU2	0.024187	1028	84406	Virgibacillus
SLU2	0.02414	1026	32068	Sebaldella
SLU2	0.02414	1026	104264	Cellulophaga
SLU2	0.024069	1023	423604	Elusimicrobium
SLU2	0.023999	1020	73029	Dechloromonas
SLU2	0.023999	1020	145260	Methanothermobacter
SLU2	0.023999	1020	1006480	Caldinitratiruptor
SLU2	0.023999	1020	2837504	Heyndrickxia
SLU2	0.023975	1019	2233	Archaeoglobus
SLU2	0.023928	1017	312278	Emticicia
SLU2	0.023834	1013	79598	Heliorestis
SLU2	0.02381	1012	1779136	Bradymonas
SLU2	0.023693	1007	2935559	Allomeiothermus
SLU2	0.023599	1003	1813	Amycolatopsis
SLU2	0.023481	998	2053	Gordonia
SLU2	0.023387	994	1616789	Salinispira
SLU2	0.02334	992	1056	Thiocapsa
SLU2	0.023269	989	42837	Ammonifex
SLU2	0.023199	986	2126548	Miniphocaeibacter
SLU2	0.023199	986	2818469	Fuscovulum
SLU2	0.023152	984	204456	Gemmobacter
SLU2	0.022987	977	235888	Salinibacterium
SLU2	0.022916	974	45662	Desulfohalobium
SLU2	0.022799	969	1569	Sporosarcina
SLU2	0.022775	968	1033	Afipia
SLU2	0.022728	966	1161127	Murdochiella
SLU2	0.022705	965	2915177	Sulfidibacter
SLU2	0.022681	964	2802295	Nitratidesulfovibrio
SLU2	0.02254	958	442430	Coraliomargarita
SLU2	0.022516	957	59734	Empedobacter
SLU2	0.022516	957	196118	Methanocaldococcus
SLU2	0.022516	957	529881	Aquiluna
SLU2	0.022493	956	2132	Spiroplasma
SLU2	0.022469	955	33071	Gloeobacter
SLU2	0.022422	953	48073	Microbulbifer
SLU2	0.022375	951	222	Achromobacter
SLU2	0.022281	947	1743	Propionibacterium
SLU2	0.022281	947	1874621	Panacibacter
SLU2	0.022258	946	1511648	Defluviitoga
SLU2	0.022046	937	666508	Phycisphaera
SLU2	0.021928	932	1817	Nocardia
SLU2	0.021905	931	84111	Eggerthella
SLU2	0.021858	929	46205	Pseudobutyrivibrio
SLU2	0.021834	928	28105	Sinorhizobium
SLU2	0.021811	927	2803301	Poriferisphaera
SLU2	0.021811	927	2812019	Pseudocnuella
SLU2	0.021764	925	1649482	Pseudopedobacter
SLU2	0.021716	923	501783	Cloacibacterium
SLU2	0.021528	915	1578	Lactobacillus
SLU2	0.021387	909	59740	Persicobacter
SLU2	0.021269	904	32067	Leptotrichia
SLU2	0.021246	903	209	Helicobacter
SLU2	0.021175	900	1847	Pseudonocardia
SLU2	0.021152	899	2836216	Phnomibacter
SLU2	0.021105	897	388463	Edaphobacter
SLU2	0.021011	893	196013	Caldimonas
SLU2	0.020987	892	697025	Hoyosella
SLU2	0.020964	891	2975521	Candidatus Xianfuyuplasma
SLU2	0.02094	890	570	Klebsiella
SLU2	0.02094	890	1158	Oscillatoria
